image_path,file_exists,read_success,read_error,file_size_bytes,file_sha256,pixel_sha256,image_mode,image_dtype,height,width,channels,pixel_min,pixel_max,pixel_mean,pixel_std,nonzero_fraction,is_constant,foreground_centroid_x,left_edge_occupancy,right_edge_occupancy,edge_orientation_proxy
/content/external_datasets/cmmd/CMMD/Cancer/D1-0287_1-2.png,True,True,,369609,403d1b2a77ada70fc093d0e0cb3c1eb0ae6725d1d9e2c1ba2d949bb907d720cb,a9fd2824d91e846d9073f4d16637742799550a443b1844d0b136ab54efaa2094,L,uint8,1280,567,1,0.0,255.0,35.981658935546875,40.6103401184082,0.8064690806878307,False,0.4119454090023913,0.9334978070175438,0.18296326754385964,foreground_touches_left_edge
/content/external_datasets/cmmd/CMMD/Cancer/D1-0287_1-1.png,True,True,,315066,562efccba9c9689f398d96753f8fdbd6518b0df02076dc1173c0f9b8032dbf92,d4f8c61f476f363b2c66c0c5ad6e33e3298ade9b4b5ef38978797caed8e47c01,L,uint8,1280,601,1,0.0,255.0,30.14719009399414,38.884124755859375,0.6589291285357737,False,0.34782277630400343,0.9790885416666667,0.053984375,foreground_touches_left_edge
/content/external_datasets/cmmd/CMMD/Cancer/D1-0296_1-2.png,True,True,,433903,6f724c65e1253121da5f63d141aed64e06de9f411b28468809931f0d373ca006,c215fc3c4d080b5d86d6606c3e9bda763dc930d0525d461cdf767110a80bb552,L,uint8,1280,646,1,0.0,255.0,35.63514709472656,38.9188117980957,0.8246081656346749,False,0.4249267500189357,0.9499278846153846,0.28424278846153844,foreground_touches_left_edge
/content/external_datasets/cmmd/CMMD/Cancer/D1-0296_1-1.png,True,True,,406553,b07a8a10eb6ded344a5fd051f93bf636842eb2eb4e6e181b3ca18747bfe269ce,d0e359af3c229dea25affc0a9939c1c663b7f1783ad74e742132d8b8fa14142a,L,uint8,1280,619,1,0.0,253.0,38.24189758300781,38.263431549072266,0.7906918921647819,False,0.4272885124050331,0.9683719758064516,0.2949470766129032,foreground_touches_left_edge
/content/external_datasets/cmmd/CMMD/Cancer/D1-0059_1-2.png,True,True,,288898,707f515ddac88d0b230fa0cb60708a78376b4f52c237fa6bf419c322b58a7147,f7154187338cc98f817d64edd5e8120acced6a68c4b25d947663f7d953358e95,L,uint8,1280,452,1,0.0,253.0,39.0872917175293,40.045005798339844,0.8078937361725663,False,0.5746680241656313,0.3302951388888889,0.9827777777777778,foreground_touches_right_edge
/content/external_datasets/cmmd/CMMD/Cancer/D1-0059_1-1.png,True,True,,257403,d323a5bfac79f10659b8632714139c75e48d742ace3bd6b3532272d085f7eab5,6d9bc67c5c43a664f4690d37baaf85999b69cc6e74be637212c48e2dfa064201,L,uint8,1280,445,1,0.0,236.0,38.67957305908203,42.16096115112305,0.6935393258426966,False,0.6053963888885348,0.15065696022727273,0.9541548295454545,foreground_touches_right_edge
/content/external_datasets/cmmd/CMMD/Cancer/D1-0760_1-2.png,True,True,,335936,643c59742b7334a777b846af07e234dbd38d1961cf69e8c9cab64b99f84ff830,c8d5a50ccb3b015f4456c04a7beb4ec5b5d9b14dfb3b3ddc93d9cc46faa2d1c8,L,uint8,1280,498,1,0.0,236.0,36.24403762817383,39.311492919921875,0.8936354794176706,False,0.44267608550338644,0.976734375,0.371265625,foreground_touches_left_edge
/content/external_datasets/cmmd/CMMD/Cancer/D1-0760_1-1.png,True,True,,258944,1f8f3107340ac5bc963012201ce622510ba516e553c6f684a43fc2644d7d6667,5ffc621618fef6efed74c885641d03ee33ba4f5131158e9046ff3309672064f4,L,uint8,1280,455,1,0.0,244.0,52.2889404296875,52.961761474609375,0.6147355769230769,False,0.3534224349001689,0.9797894021739131,0.052428668478260866,foreground_touches_left_edge
/content/external_datasets/cmmd/CMMD/Cancer/D1-1009_1-2.png,True,True,,281014,8cc5f69dc623e0cc840d2774a8ff95a0b230447ac58669fcfe265926a4d0092f,1cdfe3684e9cb28e693649f74ae4680821809e76dc0772a8f4a4813b9c09dcb7,L,uint8,1280,472,1,0.0,236.0,31.04105567932129,39.34387969970703,0.8303065413135593,False,0.4184383759174408,0.938813164893617,0.23530585106382979,foreground_touches_left_edge
/content/external_datasets/cmmd/CMMD/Cancer/D1-1009_1-4.png,True,True,,233114,75898c61c0f953e57b12f23f000b4efab92ba126bb323b479c7064a5744dbe34,b1446de71876fdbb7315ee7750401cbe3c7d95123a7b83f6900d27baa0c03baf,L,uint8,1280,457,1,0.0,253.0,23.844131469726562,35.90989303588867,0.8010445158643326,False,0.5873078691319967,0.058559782608695654,0.6376528532608695,foreground_touches_right_edge
/content/external_datasets/cmmd/CMMD/Cancer/D1-1009_1-3.png,True,True,,297399,465381bebc985fab172d1307a170b6332d874301f360e4536bacfaa4f7d11293,95cffdad79943ad92d7148e6c65c5e21b9f3868f33a30f09dc9609864d8253fc,L,uint8,1280,615,1,0.0,253.0,27.733083724975586,38.120643615722656,0.6640663109756098,False,0.6559114410837683,0.029800907258064516,0.745703125,foreground_touches_right_edge
/content/external_datasets/cmmd/CMMD/Cancer/D1-1009_1-1.png,True,True,,259006,01f81d8d1606616b8d6f859f9bd448876a4621b5e86885b82caeca79377e6b22,1fb5d96825c30713b23a278b87b9a62edd76e57699febea8d7512a8db923d4cb,L,uint8,1280,545,1,0.0,236.0,30.24588394165039,45.475914001464844,0.6246387614678899,False,0.37127036665513835,0.6484953703703704,0.02902199074074074,foreground_touches_left_edge
/content/external_datasets/cmmd/CMMD/Cancer/D1-1588_1-2.png,True,True,,351693,6bd5bdc874197849b481886aa5e901245ca4408fbfce0d023e51bad1310ce059,f20b810276fff4673af86effa716eea0e516e1e6b74adbd3d34a1367eeb457dc,L,uint8,1280,476,1,0.0,253.0,50.184303283691406,40.24006271362305,0.8507549894957983,False,0.5606799639295028,0.27594401041666666,1.0,foreground_touches_right_edge
/content/external_datasets/cmmd/CMMD/Cancer/D1-1588_1-1.png,True,True,,288245,bc3317588a39d252a2376315ef07b730df7ab5a09c7f6b2a8e06c3d9418af51a,99d51e8cad4f27f397bb3e9f30b276b07d6282551e0e8020327530f357ac00bb,L,uint8,1280,501,1,0.0,254.0,32.724483489990234,40.07950973510742,0.7135447854291417,False,0.6054819640234692,0.114359375,0.943484375,foreground_touches_right_edge
/content/external_datasets/cmmd/CMMD/Cancer/D1-0940_1-2.png,True,True,,329144,c699034b6cb9004751df08d40da5d3853fd46cc6aa801ea0e11cc694d4693dcf,cb8593b3f7d1b4494283152c603a3e1a93a9003ede247eb0e04f41917f4d9a0a,L,uint8,1280,438,1,0.0,250.0,47.68339157104492,41.01643753051758,0.8993739297945206,False,0.5396035620830013,0.4879438920454545,0.9948686079545455,foreground_touches_right_edge
/content/external_datasets/cmmd/CMMD/Cancer/D1-0940_1-1.png,True,True,,241500,819e4049955cb6834d1f7b4712888c4beece79ef0acc69e4895bca70467bfc41,ec8b863adfc44e4858ce43808432fe19b59733e47a6c57eead6d9043db803683,L,uint8,1280,497,1,0.0,246.0,27.093101501464844,38.9984130859375,0.6271786971830986,False,0.6764278434797172,0.032015625,0.97440625,foreground_touches_right_edge
/content/external_datasets/cmmd/CMMD/Cancer/D2-0167_1-2.png,True,True,,277890,cbd73363d3d3fde37b09b2e249c22f3ba63a682fc03a22fa44ab55c480be2218,e53a55b0c43bc08a4e3d7c130954d053fe7f57d0eb6b50ca0d0f51e642bf0131,L,uint8,1280,481,1,0.0,249.0,39.39732360839844,48.69161605834961,0.8475295608108108,False,0.3841958814494986,0.94443359375,0.2150390625,foreground_touches_left_edge
/content/external_datasets/cmmd/CMMD/Cancer/D2-0167_1-4.png,True,True,,316440,a98afe4268c2ef43f11bbafa05f78f1e3c3b4561da9c664a2fab0f16f8d5768c,833de1f7fdda5fd4dd8ca5664be55a1a727cdf53204d4b28ce8b041870894043,L,uint8,1280,531,1,0.0,247.0,31.71807098388672,40.25585174560547,0.8193414548022598,False,0.6207039238400552,0.12081367924528302,0.9068985849056603,foreground_touches_right_edge
/content/external_datasets/cmmd/CMMD/Cancer/D2-0167_1-3.png,True,True,,264165,724696877141d540de0d73279da4c76759cab1b4344732b49cd19f0d91e45527,93fd645a1f115f205af4110a19580d150473f7f2372252eafc8f5ec61bc53fad,L,uint8,1280,498,1,0.0,250.0,27.486753463745117,39.37797546386719,0.6968844126506024,False,0.6391332645005048,0.0488125,0.89275,foreground_touches_right_edge
/content/external_datasets/cmmd/CMMD/Cancer/D2-0167_1-1.png,True,True,,229657,57b5769586d0edf9c527c5dfb5a46fbc27757b2b58f67e9065a6a1afd8b18f10,ca7f5d06ef276f9f8362fc863eac7d4c112667a1d8ffa9658b2ac7e518ab13a4,L,uint8,1280,446,1,0.0,252.0,34.8350830078125,43.20792770385742,0.7600248738789238,False,0.3984296508813724,0.9824652777777778,0.2203298611111111,foreground_touches_left_edge
/content/external_datasets/cmmd/CMMD/Cancer/D2-0683_1-2.png,True,True,,312559,12642eec50daa5dc1a321f4b487bf5aa71b2155e767f10267b41ee11ef931437,6660b54c4bcf67b8f3faf0081e25510121aa90b5e890c66066c708468e7884f5,L,uint8,1280,462,1,0.0,251.0,42.36467742919922,40.13261413574219,0.8145884063852814,False,0.4256029343505916,0.9977241847826087,0.2717221467391304,foreground_touches_left_edge
/content/external_datasets/cmmd/CMMD/Cancer/D2-0683_1-4.png,True,True,,275531,c52ef4e3e60a6ccf47517f8f0bf6226e2a0ad86d906dc9b4c373972c52ac1cff,e3ab1fa621318fcd81a4d5fa9b7c1f8036639db11da41e9e999d9519513441e4,L,uint8,1280,431,1,0.0,246.0,35.422157287597656,38.35247039794922,0.7995196490719257,False,0.5869131446067481,0.19656613372093024,0.955686773255814,foreground_touches_right_edge
/content/external_datasets/cmmd/CMMD/Cancer/D2-0683_1-3.png,True,True,,242298,f2048a88cdef7431eec893fb78af94fe774eeba0922cecfdd29a54ca4e66c798,7ae5abaa209668b522e13febb9212725876ad727f0d49823b2f8bbf13d252e3f,L,uint8,1280,418,1,0.0,248.0,46.88294219970703,50.459903717041016,0.653515625,False,0.6245917852071797,0.10963541666666667,0.9864025297619048,foreground_touches_right_edge
/content/external_datasets/cmmd/CMMD/Cancer/D2-0683_1-1.png,True,True,,260555,8846a6aa8846cd2f6baeaceec70c393ba736938c1ba61b3a74bad4c7b0c8c362,7e0e895d87ce4b548ec3eb79847a93d26853aa13202272e599c8ce5e9418b98b,L,uint8,1280,467,1,0.0,253.0,35.93882369995117,41.57670974731445,0.6954296038543897,False,0.39616323774435447,0.9106050531914893,0.14574468085106382,foreground_touches_left_edge
/content/external_datasets/cmmd/CMMD/Cancer/D2-0400_1-2.png,True,True,,381143,dc9fc658429a0f03bf8a2abe0d43c6b51f37de2e20d35a8772e632db2bb08e5d,c8cccc5b1bc132af5dbcacdfbad6471029aea44cbaf4b0eac40b85535b6c1ecb,L,uint8,1280,512,1,0.0,248.0,55.24077606201172,46.689971923828125,0.8387405395507812,False,0.44263933702933816,0.9947457107843137,0.29379595588235297,foreground_touches_left_edge
/content/external_datasets/cmmd/CMMD/Cancer/D2-0400_1-4.png,True,True,,304280,161ddcafd2dc180034bfe60cb4dba1657c6cbd6b0f2bd41080643381f0f02138,46900fc0caef88beca5a3baadca389ac9a705a297120dfbfe94642a44e158114,L,uint8,1280,452,1,0.0,251.0,40.96930694580078,41.83273696899414,0.8224609375,False,0.5650545103837445,0.24975694444444443,0.98921875,foreground_touches_right_edge
/content/external_datasets/cmmd/CMMD/Cancer/D2-0400_1-3.png,True,True,,269406,5ec7608ec63433f758297df18af6addddf0da9526271ccbc490a888e53c18341,d20ca1838383547d40c8465d8073b9cf53bb5849ddae2bd14ad892387a2c17c9,L,uint8,1280,474,1,0.0,250.0,48.9135627746582,50.440189361572266,0.6686362737341772,False,0.6189243170129056,0.0882313829787234,0.9810837765957446,foreground_touches_right_edge
/content/external_datasets/cmmd/CMMD/Cancer/D2-0400_1-1.png,True,True,,287482,1f771e92450fa8fd846e90c17a4bb604d401c5a4e56a3732d2b4dbadeb2f9460,7e396ef6ea8cd8749014e533425d87416fa64c768fdf5b23bf8231b41dbb1711,L,uint8,1280,514,1,0.0,248.0,36.854923248291016,41.219139099121094,0.6784730666342412,False,0.38679169483153136,0.9835171568627451,0.11950061274509804,foreground_touches_left_edge
/content/external_datasets/cmmd/CMMD/Cancer/D1-0513_1-2.png,True,True,,309771,130d31012a930ab1ed3d391720550f2fb0b8fcd6f08971cccc9769336674192d,da4916c346bdc79d08ebb3a8ea049b2690a47b8521347ddcb314f8eb25ac1f7a,L,uint8,1280,492,1,0.0,253.0,31.841506958007812,44.5511589050293,0.8679544588414634,False,0.6535523501193552,0.07055165816326531,0.9517378826530613,foreground_touches_right_edge
/content/external_datasets/cmmd/CMMD/Cancer/D1-0513_1-1.png,True,True,,287558,5259e87b6facaab6cffa7e41c155417417ad675ac30e2b9cc538f2264207ae59,0aa7dec427ff39e10f6bb9ace422d68d435802bd550e41112a95ce10aa624067,L,uint8,1280,522,1,0.0,252.0,28.994342803955078,44.335105895996094,0.7851248204022988,False,0.6089176797017547,0.19002403846153845,0.7957632211538461,foreground_touches_right_edge
/content/external_datasets/cmmd/CMMD/Cancer/D1-0522_1-2.png,True,True,,396824,fe3bbc71e26c8f4b0d470874b970256f9e397344bc3dae6d335b9d60579fea61,41a4c9282fef26bdb8d658f98f4b5b98d3e8611f5781fb9a5d4ad903e95ec35a,L,uint8,1280,666,1,0.0,251.0,29.02815818786621,37.90785217285156,0.8553795983483483,False,0.6362467974857364,0.052005597014925374,0.8502565298507463,foreground_touches_right_edge
/content/external_datasets/cmmd/CMMD/Cancer/D1-0522_1-1.png,True,True,,296395,8eb04a5dfcba3e3801d437896baf040cba494c86b93dfbd1395174a2768a3cd2,247449be96c7da524dd3827f1a2d30610523d500295aa1c04e17f64ecbad383a,L,uint8,1280,534,1,0.0,252.0,39.14965057373047,45.66610336303711,0.6707294592696629,False,0.623592826072328,0.05,0.983873820754717,foreground_touches_right_edge
/content/external_datasets/cmmd/CMMD/Cancer/D2-0115_1-2.png,True,True,,223460,f07dfdbdbb79e8923073a15834c5db623ac004347a97e12ed70ade5e8b7d99ed,e15b2b889d52ec11be2b33191ea20397b473b971ba81d8cb3dbaf57c39565ee0,L,uint8,1280,417,1,0.0,253.0,22.03146743774414,32.55718994140625,0.8042715827338129,False,0.368433670293251,0.8008184523809524,0.04680059523809524,foreground_touches_left_edge
/content/external_datasets/cmmd/CMMD/Cancer/D2-0115_1-4.png,True,True,,262470,550039492163fb2d7eb169b43176f68f8f99e63f6e42988ebf2e5c5809bd93a8,392ed2b33f3a4a88662033d93f66f514ed8b097d9d28ff14c2fcc11ef36fde71,L,uint8,1280,441,1,0.0,254.0,28.7052059173584,35.872894287109375,0.824500425170068,False,0.634105188807585,0.07682883522727273,0.9711470170454546,foreground_touches_right_edge
/content/external_datasets/cmmd/CMMD/Cancer/D2-0115_1-3.png,True,True,,200760,2bde9d518d7fe3af34ded70781c7769e997121bd51f82e735356fe9a91d1bdac,bf13ca4a3b7230bac73154d928744e7245f4e603da2141367d9d52746f21af3f,L,uint8,1280,382,1,0.0,246.0,30.101177215576172,38.80110168457031,0.7009141852094241,False,0.6009115429514893,0.17641858552631579,0.9113692434210526,foreground_touches_right_edge
/content/external_datasets/cmmd/CMMD/Cancer/D2-0115_1-1.png,True,True,,219998,d77e4c4af1cf15a52dc89d4d8c51680d38ba6aede7f23717aafdd0337c529821,49c5b586de2322c0a156f41eee51dbdc15a6743ea7098a0c8335e99313e2419b,L,uint8,1280,393,1,0.0,253.0,35.18851089477539,41.02617645263672,0.6996640426208651,False,0.4059513720868265,0.95234375,0.2049679487179487,foreground_touches_left_edge
/content/external_datasets/cmmd/CMMD/Cancer/D2-0422_1-2.png,True,True,,240168,e6f5f30b0b4f00638a1c8b7870912c254bc6970a0e4d3e06602f56dbdf9866f4,57d97839b49f9af47a7e2d7cfd21b099a80299a6a12fa95bcc6983f049a9dc76,L,uint8,1280,405,1,0.0,245.0,27.592679977416992,37.89432144165039,0.8299594907407407,False,0.34693689215711354,0.8848046875,0.054140625,foreground_touches_left_edge
/content/external_datasets/cmmd/CMMD/Cancer/D2-0422_1-4.png,True,True,,253866,a7dec6af5adadc98e9cb8d6cccb594c5250de3ef16ebe952e303aee1c90d3ad2,3170e899c84514f0ba06ad4b3b723de73d80df7eea074136230559f9887bc785,L,uint8,1280,426,1,0.0,249.0,42.73745346069336,50.85838317871094,0.803053477112676,False,0.5988275180688303,0.1498001453488372,0.9581213662790697,foreground_touches_right_edge
/content/external_datasets/cmmd/CMMD/Cancer/D2-0422_1-3.png,True,True,,227957,d9c7227b734cda671201e53746ce6aa03bcb0057c4c3cf1778f016d1c2426191,4de5f1bd9f5e52965ddd854586c1b8e5d006d0069ea2524247a2a096fb93ff75,L,uint8,1280,406,1,0.0,253.0,44.408905029296875,51.185211181640625,0.6668411330049261,False,0.6123540000243917,0.12189405487804877,0.9370236280487805,foreground_touches_right_edge
/content/external_datasets/cmmd/CMMD/Cancer/D2-0422_1-1.png,True,True,,246702,464624f24185c2222b0b8dc4e7840a2297326adef8f4212bc02067fa3d0c637a,a13a5dca1ef3873e0d4cfd2a720db689e2527e1b23e2d48730c7d1084809defb,L,uint8,1280,431,1,0.0,245.0,41.534149169921875,45.0344352722168,0.6957294083526682,False,0.39476301347683773,0.9860828488372093,0.16022892441860465,foreground_touches_left_edge
/content/external_datasets/cmmd/CMMD/Cancer/D1-0664_1-2.png,True,True,,357331,4d8746ba486a8ac3710924974eca3f9341840cc59c6efe3529e6ee8003186b57,746f9061d238380e7999b9370416f9bd27270a4625fb6d59d31ede3c6e24a775,L,uint8,1280,507,1,0.0,253.0,39.91969299316406,41.11932373046875,0.8742773052268245,False,0.5663732082392214,0.2259497549019608,0.9443321078431373,foreground_touches_right_edge
/content/external_datasets/cmmd/CMMD/Cancer/D1-0664_1-1.png,True,True,,245902,41993481e8f406e7d4ec53bf78059257e3451980800fb44d67a774bedb65eaa0,75aed1c9781942049ab5e2391598b39da623db10c920fc76ac2ea0a10edede2e,L,uint8,1280,433,1,0.0,253.0,38.58944320678711,45.94387435913086,0.7014470265588915,False,0.6182540362496681,0.12062136627906976,0.9824491279069767,foreground_touches_right_edge
/content/external_datasets/cmmd/CMMD/Cancer/D1-0540_1-2.png,True,True,,305751,f85dcddd520a976d58d42860b327d9b75649b9438bc1f6ca1300aaab58f84d55,ffdabbc9362732423a9e5d9badbcc6d6ba75ea6fbbdad12fa2da69ad6b41670d,L,uint8,1280,566,1,0.0,248.0,36.19493103027344,42.37668991088867,0.8216375883392226,False,0.5825943776445374,0.25401589912280703,0.9292214912280702,foreground_touches_right_edge
/content/external_datasets/cmmd/CMMD/Cancer/D1-0540_1-1.png,True,True,,358383,2cd4f71279afe6f4f55f7b1287b6a244bab68f234562d9eb6e27ae48da56dcdb,dea92e953d4d0f9f1fbdfc8e9e96993619853b4d28453bc28042cd1a3b82d281,L,uint8,1280,794,1,0.0,254.0,46.95512390136719,61.54918670654297,0.711051637279597,False,0.6060558668270242,0.09877373417721519,0.9806170886075949,foreground_touches_right_edge
/content/external_datasets/cmmd/CMMD/Cancer/D1-0803_1-2.png,True,True,,400055,8441d5cbd57739f3a38096922ae263bccbf6f89f5ee171525acbb8429c958bc7,283d8aaf096c7cae31e31aff58396f5c6ffa9bc1837da7a5e74b2a4c39376b2b,L,uint8,1280,624,1,0.0,248.0,45.95262908935547,45.35026550292969,0.7711926582532052,False,0.5952895152118006,0.16106350806451614,0.9632938508064516,foreground_touches_right_edge
